,iris,diaphragm,tutoring,grades
34,0.252468548296,0.389132295783,0.2715974514,0.350106810127
35,0.248299904252,0.35609086,0.335558062783,0.340507829631
36,0.261892200579,0.402307715213,0.286243348965,0.335987452359
37,0.247823422545,0.373713467555,0.295218662828,0.326804624454
38,0.257642864143,0.348690722145,0.302920722531,0.394187997522
39,0.264249294323,0.365704559771,0.28688057544,0.344828122876
40,0.271553475808,0.405902022295,0.3021552743,0.312363650903
41,0.267412057413,0.38899796331,0.296799339043,0.362113453141
42,0.226648317008,0.33020809854,0.31043795255,0.350966910085
43,0.258692982374,0.408689402766,0.3286799655,0.329947989013
44,0.263771437564,0.395123561011,0.264960467488,0.349562863558
45,0.276613304228,0.347424797482,0.277583397847,0.31469564302
46,0.257174396227,0.371112358252,0.311217998405,0.332930024473
47,0.248560888388,0.366520186239,0.310215937877,0.357889314858
48,0.290955270043,0.443359050497,0.316525181084,0.333736635236
49,0.254443978356,0.379192267246,0.297693461988,0.360398115016
50,0.252006513396,0.411644314149,0.317517136334,0.352152786867
51,0.249928129765,0.388446927514,0.321248394669,0.331332089864
52,0.247688228974,0.35389891172,0.281583568914,0.344192359475
53,0.269465871338,0.395749366968,0.301440937711,0.329946270314
54,0.234460932029,0.338693185194,0.314605932987,0.366550244255
55,0.235111815483,0.375123879984,0.314282263231,0.344550176351
56,0.245593876462,0.351368604843,0.295110424679,0.353706588717
57,0.256496281276,0.392616733614,0.306858773622,0.332061409309
58,0.296736341088,0.409105025824,0.276323483646,0.326074690782
59,0.254826145508,0.398085659089,0.302240409454,0.353614686533
60,0.243478273949,0.393774029646,0.27618824689,0.327177225153
61,0.291556333993,0.410074489387,0.270681418723,0.336013001895
62,0.248245934892,0.379520631338,0.303980587769,0.393231923843
63,0.247557811515,0.410767354045,0.324116987824,0.348579045803
64,0.254380375174,0.376746010437,0.288413293089,0.371474812078
65,0.268817818962,0.388237659163,0.296409050751,0.341096302352
66,0.252646328518,0.373459196878,0.314082954815,0.3645504128
67,0.276499680166,0.400099830976,0.347660012277,0.348847415499
68,0.26847473427,0.357045406003,0.283390125415,0.300367798922
69,0.260982752406,0.383915375081,0.276780126025,0.31699779482
70,0.25912504404,0.394482171285,0.306230537626,0.387543149013
71,0.269449036757,0.347385796034,0.291640422988,0.347742061439
72,0.233839620519,0.385397583272,0.276685459251,0.351556400124
73,0.28350018991,0.402367304267,0.29531916511,0.324129034484
74,0.243546772828,0.349723222788,0.305046226032,0.340832015723
75,0.255719675962,0.390286934107,0.319200931224,0.342607514875
76,0.214870885912,0.366666867351,0.310204244456,0.331991819002
77,0.278649690715,0.385951408685,0.317137907058,0.338907532441
78,0.237773238353,0.376673543452,0.299410249223,0.368916113942
79,0.244752575696,0.366194288602,0.318012975827,0.328418460929
80,0.251251961278,0.360596438157,0.300794106226,0.341318141645
81,0.250665851709,0.377222789392,0.305179797943,0.34783133509
82,0.251130713219,0.38671181902,0.296950520008,0.378094103718
83,0.275993775911,0.377366703358,0.310808045248,0.34963385965
84,0.283309780297,0.406064683836,0.277880614226,0.371066435386
85,0.235534468352,0.405065616005,0.272247859225,0.331705270688
86,0.273525140273,0.395454310881,0.296051162282,0.356411378505
87,0.251822580324,0.391473089158,0.322902825711,0.359612344582
88,0.2633904551,0.361186531292,0.296722788704,0.382241635608
89,0.26071849835,0.400097748954,0.312866125774,0.337698940261
90,0.232143780865,0.357196495008,0.298303327428,0.331375509766
91,0.284818445059,0.42786857337,0.264726357729,0.326055391739
92,0.283770869148,0.409768923644,0.26032842476,0.319092251426
93,0.261744052831,0.369367595816,0.316262952188,0.32339783821
94,0.284677487579,0.393261057118,0.298842147422,0.354165254938
95,0.252146164379,0.393539290314,0.309559951803,0.370254989143
96,0.263593006837,0.401281479384,0.309544722543,0.363208764995
97,0.289906113176,0.411438163784,0.300724135644,0.376507600636
98,0.253928961163,0.370789906693,0.286672463566,0.338451579074
99,0.249357775863,0.401163146813,0.323368097738,0.321951799252
