,iris,diaphragm,tutoring,grades
49,0.223689299007,0.334777253453,0.293536089775,0.289859571694
50,0.229384889015,0.379376551738,0.291057788752,0.267165932913
51,0.221554147254,0.340356534434,0.265278106934,0.271473898508
52,0.234804859079,0.364744001738,0.268382053269,0.289955165432
53,0.219466404768,0.358841005705,0.254870161783,0.280946445347
54,0.229311626355,0.349937955006,0.257801626633,0.262064758469
55,0.201531746548,0.36242105083,0.250165950626,0.32676984104
56,0.218858498142,0.338754434302,0.260730373158,0.278493334665
57,0.238858602851,0.387815699065,0.251642033103,0.286252056424
58,0.215492680251,0.362986860539,0.254632294715,0.261203960077
59,0.255421825284,0.336995738685,0.267462184764,0.269949113872
60,0.242247563812,0.368182963951,0.270657809339,0.288651569969
61,0.236122159082,0.400949040305,0.273761728513,0.2533904019
62,0.224849581633,0.346842444129,0.251247130297,0.307149425095
63,0.225745076048,0.346622159055,0.26705020748,0.25551873403
64,0.253962883996,0.353724585746,0.260433195986,0.284789179096
65,0.220197677696,0.310867740071,0.255799664192,0.273528513198
66,0.211512650125,0.346739627727,0.248399972684,0.306243126822
67,0.225179068488,0.325543772428,0.239081232264,0.276707355719
68,0.24622378205,0.404122220913,0.22418512889,0.331268576429
69,0.236627410213,0.372291596362,0.28524503012,0.277252852569
70,0.19701720842,0.33064548464,0.263794564559,0.267925201506
71,0.237765556695,0.363789999903,0.300289794758,0.266348089511
72,0.208395887094,0.349325451237,0.288407804492,0.292825529161
73,0.227960245508,0.371696921275,0.304373944315,0.28022643153
74,0.238059100226,0.370962216536,0.282638593178,0.283156990932
75,0.242831780775,0.375578202354,0.273548005527,0.285859956614
76,0.222086756346,0.369796172009,0.241797672026,0.247499745353
77,0.230091772807,0.356792740976,0.257853910278,0.270636688884
78,0.219270255534,0.339293416769,0.252620845497,0.318060995967
79,0.233340032804,0.328981837954,0.291976188215,0.297622312272
80,0.215775656652,0.329327553665,0.281584096497,0.281325985958
81,0.200751858478,0.354130753214,0.257153735865,0.278167043742
82,0.246164200252,0.360032409524,0.261671362853,0.286684096818
83,0.250121577029,0.367112062549,0.281598342508,0.317570175
84,0.23242108535,0.345548085966,0.266531416503,0.264959853337
85,0.216122601605,0.35434672083,0.24287108805,0.28800566852
86,0.244109015873,0.365929747196,0.249988292736,0.276664107833
87,0.210095352623,0.356486680141,0.274087678873,0.275507857917
88,0.201111410661,0.330099765952,0.253207664434,0.310459121985
89,0.229177616617,0.358150509277,0.255439647781,0.261505596176
90,0.218384412174,0.36121185268,0.279517217901,0.25593683446
91,0.215430697566,0.338033482072,0.248239552247,0.265046988836
92,0.237463793095,0.314273592724,0.236364927576,0.269213522666
93,0.232639109437,0.350670289176,0.282830844089,0.296087477647
94,0.231783791794,0.328307603051,0.247039850285,0.275999498913
95,0.201882041715,0.367362630379,0.2846829002,0.290706879086
96,0.211772939183,0.337524400469,0.24462701212,0.265489860893
97,0.247001428265,0.349324029165,0.283047263949,0.286631886935
98,0.211129742691,0.353747092858,0.247566690194,0.258127113705
99,0.217154611273,0.366736055424,0.260701948577,0.33116314451
